labels,text,lang
spam,**FREE MESSAGE**Danke für die Nutzung der Auktion Subscription Service. 18. 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Abbestellen txt STOP CustomerCare 08718726270,german
ham,???? ?? ??? ????? ????? ??? 6 ?? ?????? ?? nonmod ??...,hindi
ham,"??? ?? ???????? ?? ?????? ???? ??? ?? ??? ???? ????? ???? ??? ??, ????? ???? ???? - ???? ???? ??? ?? ????? ?",hindi
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",english
spam,"?? ?? ?????350 ????? AWWAATATHAT! ??? ?? ???? ?? ?? ?????? 0.9064311 ?? ???? ???????? ??????? ???? ?? ??? ?? ?? ?? ???????? ?????? ?????? ?? ??? ??? ???? ??? ??, ??????? ???? ?? ???.",hindi
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",english
ham,??? ???? ????? ???? ?? ?? ?? ??? ??.,hindi
ham,C'est bon...,french
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",english
spam,URGENT! Votre numéro mobile a été attribué avec un prix de £2000 GARANTIED. Appelez 09061790121 à partir de la ligne terrestre. Réclamation 3030. Valable 12hrs seulement 150ppm,french
ham,"Guter Schlaf geht es um Rhythmus. Der Mensch muss einen Rhythmus etablieren, den der Körper lernen und nutzen wird. Wenn Sie mehr wissen wollen :-)",german
ham,If u sending her home first it's ok lor. I'm not ready yet.,english
ham,Die Batterie ist für Mr adewale meinen Onkel.,german
ham,"Shant störe noch u, Jia du...",german
ham,"Hi, Mobile no. &lt;#&gt; hat Sie in ihrer Kontaktliste auf www.fullonsms.com hinzugefügt.Es ist ein großartiger Ort, um kostenlose SMS an die Menschen zu senden Für weitere besuchen fullonsms.com",german
ham,"Ü sagen, bis wie dat i dun kaufen ericsson oso kann nicht oredi lar...",german
ham,Du triffst andere Fren dun wan triffst mich ah... Muz b ein Kerl Ritus...,german
ham,"Ich glaube, Sie haben den Text ans Telefon geschickt.",german
ham,"Mm umma fragen vava auch zu kommen sagen ihm, kann später zusammen spielen",german
ham,"Er hat mir gesagt, dass er zu spät kommt und mich belästigt, und dann hörte ich kein Wort von ihm.",german
ham,I'm now but have to wait till 2 for the bus to pick me.,english
ham,"Cool, I'll text you when I'm on the way",english
ham,"Omg Joanna macht mir Angst. Sie hat durch all meine Freunde gesucht, um Fotos von mir zu finden. Und dann fragt sie nach Sachen auf meinem MySpace, die ich noch nicht einmal ein Jahr angemeldet habe. :/",german
ham,"Wenn u jemanden lieben Dont machen sie zu lieben u so viel wie u tun. Aber lieben sie so sehr, dass sie nicht wollen, um von jedem außer Ihnen geliebt werden... Gud nit.",german
ham,Je suis au bureau :)qu'est-ce qu'il y a..msg me maintenant.i vous appellera à la pause :).,french
ham,Vous voyez les exigences s'il vous plaît,french
ham,????? ??? ?????? ???? ??? ?? ??? ??? ??? ???? ????? ?? ??? ?? ???? ????,hindi
ham,In Ordnung.,german
ham,"Thank you. And by the way, I just lost.",english
ham,"????, ??? ?? ?? ????????? ????? ?? ??? ??:??",hindi
ham,Je suis entré dans l'info bt ne sais pas quoi faire,french
spam,Voulez-vous un nouveau téléphone vidéo? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 par semaine Free delTOmorrow appelez 08002888812 ou répondez MAINTENANT,french
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",english
ham,"Falsches Telefon! Dieses Telefon! Ich beantworte dieses, aber angenommen, das andere ist Leute, die ich nicht gut bin",german
ham,Bébé!!!! Je t'aime!!!! *couvre ton visage en baisers*,french
spam,thesmszone.com können Sie senden kostenlose anonyme und maskierte Nachrichten..im Senden dieser Nachricht von dort..Sie sehen das Potenzial für Missbrauch???,german
ham,J'ai fini l'oredi...,french
ham,??:,hindi
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",english
ham,Dois-je envoyer cet exe à votre id mail.,french
ham,??? ?? 2 ??? ??? ??? ?? vocopy ??. n ???? ??? ??? ?? ?? ?? ??? ?? ????? ?? ??? ??? ???? ??? ?? ?? ?? ?? ??? ????? ??? ??. 2 ??! ????? ?? ???? ???? ???? ????! ???? ???? ??? ?? ???? ?? ??? ???. ?? ???? ?? ??? ???. ?? ?? ??? ???.,hindi
ham,"Tut mir leid, ich rufe später an.",german
ham,"Du sagtest, du wärst hier, wenn ich aufgewacht bin... :-(",german
ham,"???, ?? ??? ??? ????? ?? ???? ??",hindi
spam,"HOT LIVE FANTASIES call now 08707509020 Nur 20p pro min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 ist ein nationaler Tarif Anruf",german
ham,"Nun, der allgemeine Preis ist &lt;#&gt; /oz, lassen Sie mich wissen, ob / wann / wie viel Sie wollen",german
ham,"S'il vous plaît, dites-moi que vous avez un peu de ce stock spécial dont vous parliez.",french
ham,Où sont les clés de garage?,french
ham,Eh u schicken falsch lar...,german
ham,"???? ?? ????? ???? ?? ????? ??? ?? ???? ???? ???? ?? ?? ?????? ???? ???? ?? ??? ?? ?? ???? ??? ?? ???? ??, ?? ?????????? ???? ??? ??? ??? ??, ?? ?????? ?? ?? ??? ?? ???? ???? ???? ??? ???? ??? ???? ??? ?? ?????? ?? ?? ??? ?? ?? ???? ???? ?? ??? ?? ??? ???? ?? ?? Tririririal; ?? ?? Caldddddddddd: (Tddddddddddddddddddddddddddddddddddd); ?? ?? ??? ???? ?? ?? ??? ??? ?? ??? ?? ?? ??? ????",hindi
ham,Ich habe sie geschickt.,german
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,english
spam,Notre tout nouveau service de musique mobile est maintenant en direct. Le lecteur de musique gratuit arrivera sous peu. Il suffit d'installer sur votre téléphone pour parcourir le contenu des meilleurs artistes.,french
ham,Continuez à ne pas vous déranger tous les deux.,french
ham,Oh k.i think most of wi and nz players unsold.,english
ham,"Neue Jahre mit meinem Bruder und seiner Familie verbringen. Treffen wir uns nächste Woche. Bist du bereit, verwöhnt zu werden? :)",german
ham,Oh:)wie üblich Vijay Film oder seine andere?,german
ham,Wann kommst du raus?,german
ham,"??? ?? ??? ???? ?? ??? ?? ??? ??? ???? ??? ?? ?? ?? ?? ?? ???? ?? ???? ???, ????? ???? ??? ?? ?? ????? ?? ?? ??? ???",hindi
ham,??: -k: ????? ??? ??.,hindi
ham,Vous ne pouvez pas jouer de rôle majeur dans la sensibilisation de la communauté.,french
ham,No my mum went 2 dentist.,english
spam,WINER! ?? ???????? ??????? ?????? ?? ??? ??? ?? ??? ????? ???? ??????? ???? ?? ??? ???? ??? ??! ???? ?? ??? ???? ???? ?? ??? 090617011. mult ??? ??-341. ??? 12 ???? ???? 12 ????.,hindi
ham,?? ?????? ?????? '??? ??? ???? ??? ?? ??? ?????? ???? ?? ??? ??????? ??! ?? ??? ?? ?? ??????? ?? ???? ???? ?? ?? ???? ???? ??... ",hindi
spam,GRATIS für die 1. Woche! No1 Nokia Ton 4 ur Handy jede Woche nur txt NOKIA bis 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,german
spam,Wollen Sie flach 2nite? Wollen echte Dogging-Standorte direkt an ur mobile gesendet? Nehmen Sie an der britischen größten Dogging Network. Txt PARK zu 69696 jetzt! Nyt. ec2a. 3lp £1.50/msg,german
ham,"???? ?? ????????? ??? ????????? ?? ????? ?? ??? ??? - ? - ??? ??????? ???? ??, ?? ???? ?? ??? ???? ??!",hindi
ham,Je n'ai fait que msn. C'est yijue@hotmail.com,french
ham,* ??? ??????? ???? ???? ?? ????.,hindi
ham,"Merci d'avoir compris, j'ai essayé de le dire à Sura.",french
ham,"Nach meiner Arbeit ah... Den 6 plus lor... U workin oso Ritus... Den go Obstgarten lor, kein anderer Ort, um Liao zu gehen...",german
spam,???? 1808666 ?? ?? ??? ?? ??? ?? ?????? ???? ?? ??? www.watchtower. kgma. kgm,hindi
ham,Ja.. jetzt nur Ihre Nachricht gesehen..,german
ham,"Nein, ich habe keinen Krebs. Mütter machen eine große Sache aus einem regelmäßigen Checkup aka pap smear",german
ham,"???? ???????? ??? ?? ??? ?? ???? ?? ??????? ???? ?? ?????? ???? ???? ??, ??? ???? ?? ??? ???? ?? ??? ?? ??? ???? ???? ??? ?? ??? ?? ?? ??? ????? ???? ???????? ?????? ??. ??? ??????? ????? ?? ??? ????? ???...",hindi
ham,"Die Welt leidet viel... nicht wegen der Gewalt der schlechten Menschen. Aber wegen der Stille der guten Menschen!, Gud Nacht....",german
ham,"????, ???? ????? ???? ??? ???? ???? ??? ??? ??? ???? ???? ??, ???? ?????? ?? ???????? ??? ?? ?? ??? ?????? ?? ??? ????... ??? ??????? ????? ???? ???! ???? ?? ??? ??? ???? ???? ??? ??? ???? ?????? ?? ??? ???? ???? ???. ?????? ???? ????? ????? ???? ??!",hindi
ham,"Oh fine, I'll be by tonight",english
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",english
ham,??? ????? ?? ?? ???? ????? ????? ???.,hindi
ham,Bonne soirée!,french
ham,Universität von Südkalifornien.,german
ham,"Jap, geh sofort, komm bald wieder.",german
ham,"Sir, I need AXIS BANK account no and bank address.",english
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",english
ham,Pas besoin d'acheter le déjeuner pour moi.. Je mange maggi mee..,french
ham,Bonjour son en durban êtes-vous toujours sur ce numéro,french
ham,"Zuhause, damit wir immer reden können",german
ham,"Je viens juste de recevoir ce message, sans t'ignorer.",french
ham,"Liebe Freunde, tut mir leid für die späten Informationen. Heute ist der Geburtstag unserer liebenden Ar.Praveesh. für weitere Details melden Sie sich an, um Buch und sehen. Seine Nummer + &lt;#&gt;. Verpassen Sie nicht einen köstlichen Leckerbissen.",german
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,english
spam,(Applause.) ?? ????? ?? ???? ???? ?? ??? ???? 500 ?????????????? ??? ????? ?????? ???? ??.,hindi
ham,"??? ???? ???? ?? ?? ???... ????, ???? ?? ???? ??? ???",hindi
ham,Umma. Did she say anything,english
spam,"Wir kennen jemanden, den Sie kennen, der Sie begeistert. Rufen Sie 09058097218 an, um herauszufinden, wer. POBox 6, LS15HB 150p",german
ham,"No, I was trying it all weekend ;V",english
ham,Dunno da next show aft 6 est 850. Toa payoh a 650.,french
ham,?? ?? ?????? ???? ????????? ?? ???? ??? ?? ??? ?????? ??????? ?? ??? ????,hindi
ham,"Ich bin cool ta luv aber v.tired 2 weil ich viel von der Planung aller wk getan habe, haben wir unsere soziale Dienstleistungen Inspektion im Kindergarten! Achten Sie auf & spk sn x.",german
ham,K.k:) avancez le pongal heureux.,french
ham,Hey venez en ligne! Utilisez msn... nous sommes tous là,french
ham,Il sait aussi pour le menu du déjeuner seulement da.. Je sais,french
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,english
ham,Leave it. U will always be ignorant.,english
ham,"?? ??? ????? ??, ???? ??? ???? ???",hindi
ham,Sind Sie in der Stadt? Das ist V. WICHTIG,german
ham,?? ????? ??? ?? ???? ?? ??? ????? ???? ??. ?? ?? ???? ???? ???? ???? ???? ??? ??? ????.,hindi
ham,Nsenanth.... ???? ??? ?? ??.,hindi
ham,Are there TA jobs available? Let me know please cos i really need to start working,english
ham,Ok I'm gonna head up to usf in like fifteen minutes,english
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,english
ham,"Ich sollte spätestens um 8 Uhr da sein, wahrscheinlich näher an 7. Sind Jay und Tyler unten oder sollten wir nur zwei Reisen machen?",german
ham,La marche minimale est de 3milles par jour.,french
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",english
spam,Entrée 1ère semaine gratuite 2 TEXTPOD 4 une chance 2 gagner 40 Go iPod ou £250 cash chaque wk. Txt POD à 84128 Ts&Cs www.textpod.net custcare 08712405020.,french
ham,Yar ich wollte 2 schimpfen u jast aber spät schon... Ich wo bekam zhong se qing Sie? Wenn u fragen mich b4 er mich dann frage ich gehen w u alle lor. N u kann immer noch so real handeln.,german
ham,?? ??? ????? ?? ?? ???? ??? ??? ????? ?? ???? ??...,hindi
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,english
ham,??? ??. ???? ?? ???? ?? ?????.,hindi
spam,T-C-C ?????? ?? ?? ?? ???? ?? ???? ??? ?? ???? ?????????? ??? ?? ????? ?? ???? ?? ?? ?? ?????? ????? ???? ??????? ?? ????,hindi
ham,"Je t'ai envoyé les prix et tu veux dire le &lt;#&gt; g,",french
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",english
ham,- Wie viel ich dir gegeben habe.,german
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,english
ham,Lieber guter Morgen jetzt nur ich bin oben,german
ham,"J'ai presque atteint l'appel, je suis incapable de connecter u.",french
ham,"Elle va bien, elle envoie ses salutations.",french
ham,C'est peut-être pour ça que tu n'as pas reçu tous les messages qu'on t'a envoyés sur Glo.,french
ham,???? ??? ???? ???? ??.,hindi
ham,Oder wir gehen 4 Abendessen lor. Aiya i dunno...,german
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,english
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",english
ham,"Sorry, I'll call later",english
ham,Lol ouais à ce moment-là je suppose pas,french
ham,Je veux aller à hos 2morow. Après cela je veux cme. C'est ce que j'ai obtenu de sa chère quoi faire. Elle n'a pas dit n'importe quand,french
ham,"Bébé, as-tu assez d'argent pour ramasser du pain et du lait et je te le rendrai quand tu rentreras à la maison?",french
ham,??? ??? ??...,hindi
ham,"?????, ??? ????? ??? ?????? ?? ??? ?????? ?????? ???? ??? ??? ?? ?? ?? ?? ?? $ &gt;# &gt; ???? ???? ?? ?? ?? ???? ???? ??? ???? ??? ?? ??? ??? ???? ?? ??? ????? ???? ?? ?? ??? ????? ??? ???? ?? ??. ??????? ??? ?? ??????? ????? ??????? ??? ??? ?? ????? ???? ?? ????? ?? ??? ?? ??? ?????? ???? ??? ????? ?? ???? ??. ???????.",hindi
ham,??? ????? ?? ???.,hindi
spam,???? ????????? ???? ?????? ?? ??????? ???? ?? ??? ????? ???! ?? ?????? ?? ????? ????? ???: (?) Conoooleff &gt; 2) Akon-liolgt; 3) ???? ?????? ?? ?? ?? ?? ?? ??.,hindi
ham,Je ne sais pas combien de pages on a?,french
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",english
ham,Hast du in Skye angefangen?,german
ham,"Wird u b gehen, um esplanade fr home?",german
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",english
ham,??? ??? ??? ????.,hindi
ham,Chb b ok lor... Thanx...,french
spam,"MMob> ???????, ???, ???, ????, ???? ?? ??? ?? ????? ?? ???? ?? ????? ?? ???? ????, ???? ?????? ??? ?? ?????? ??? 82468 ?? ????",hindi
ham,Wenn u wana es dann sehen,german
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,english
ham,J'imagine que j'ai fini de réagir si j'ai peur.,french
ham,7 merveilles dans My WORLD 7th You 6th Ur style 5th Ur sourire 4th Ur Personnalité 3rd Ur Nature 2nd Ur SMS et 1st "Ur Lovely Friendship"... bonjour cher,french
spam,Obtenez la sonnerie poly officielle ENGLAND ou drapeau de couleur sur yer mobile pour ce soir jeu! Texte TONE ou FLAG à 84199. Optez pour txt ENG STOP Box39822 W111WX £1.50,french
spam,"Urgent! Nous avons 800 vols GRATUITS vers l'Europe pour donner, appelez B4 10th Sept & prendre un ami 4 GRATUIT. Appelez maintenant pour réclamer le 09050000555. BA128NNFWFLY150ppm",french
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",english
ham,"??? ?? ?????? ?? ??? ???????? ?? ???, ??? ??????? ????? ????, &lgt; pmgt;",hindi
ham,"Nein, es ist voll von Liedtexten.",german
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,english
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",english
spam,????- ??????? ?? 500 ???? ?? 125 ????? ???????? ???????? ?? ?????? ??? ?? 2 ??????? ???? ??? (c) 87606 ????? ?? www.com1 userx3x16,hindi
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,english
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,english
ham,Non * je travaille sur le truc de sonner u mais ont toute la maison pleine de cris de gamins alors * je tire mes cheveux dehors! Aimant u,french
ham,Waren irgendwo auf Fredericksburg,german
ham,"Bonsoir Monsieur, Al Salam Wahleykkum.partage d'une bonne nouvelle.Par la grâce de Dieu, j'ai reçu une offre de Tayseer, TISSCO et j'ai rejoint.J'espère que vous allez bien.Inshah Allah, meet you undertime.Rakhesh,visiteur de l'Inde.",french
spam,Wollen Sie 750 jederzeit jede Netzwerk-Mine 150 Text und ein neues VIDEO-Telefon für nur fünf Pfund pro Woche anrufen 08002888812 oder beantworten für Lieferung morgen,german
ham,"???? ??, ??? ?? ??? tilling ?? ??? ????? ?? ??? ??.",hindi
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",english
ham,"Je me suis sentie chier ce matin, mais je crois que je suis en pleine gueule de bois!",french
ham,"Papa voulait parler de l'appartement, alors j'ai commencé tard.",french
ham,"Goodmorning, Heute bin ich zu spät für &lt;#&gt; min.",german
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,english
ham,"Sie sind so dramatisch, dass die Schulen schon für morgen geschlossen sind.",german
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",english
ham,Je veux envoyer &lt;#&gt; mesages aujourd'hui. C'est y. Désolé si j'ai mal,french
ham,"Du hast recht, ich kann dir nicht den Raum geben, den du willst und brauchst, aber das fängt wirklich an, ein Problem zu werden. Ich wollte vorschlagen, einen definitiven Schritt nach draußen zu setzen, wenn ich noch da bin, nach Griechenland, aber vielleicht bist du bereit und solltest es jetzt tun.",german
ham,La pureté de l'amitié entre deux n'est pas une question de sourire après avoir lu le message transmis..Il s'agit de sourire juste en voyant le nom. Gud evng musthu,french
ham,?? ??? ???? ??? ??? ???? ???? ????? ???? ?? ????? ??? ?? ?? ??? ???? ??? ?? ?? ???? ?? ??? ???. ?? ??? ???? ?? ????? ????? ??? ???? ?? ????? ???? Locking ?? ???. ??? ??????? ?? ???? ??? ??. ??? ???? ?? ???? ??. ???? ??? ???? ?? ??? ?????? ?? ?????.,hindi
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",english
ham,"?? ???, ??? ??? ???. ??????? ???? ?? ?? ??? ??? ??????? ?? ???? ???.",hindi
ham,"Salut Jon, Pete ici, Ive bin 2 Espagne récemment & hav sum dinero gauche, Bill a dit u ou ur'rents mai s'intéresser à elle, je hav 12.000pes, donc environ £48, tb, James.",french
ham,??? ??? ??? ?? ????? ???? ???? ???? ??,hindi
spam,?? ???? ???? 4882 ?? ??? ?????? ?? ??? ???......?? ?????350 ???????? ???? ?? ???. ??? ???????? ?????? ?? ???? 09064019 ?? ??? ???? ??? ???? ?????350 ???????? ??????? ???? ?? ???.,hindi
ham,"Lol du wirst dich nicht schlecht fühlen, wenn ich ihr Geld benutze, um dich zu einem Steak-Dinner zu bringen =D",german
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",english
spam,Gekauft ein Klingelton und jetzt immer Texte kosten 3 Pfund bietet mehr Töne etc,german
ham,?? ???? ?? ???? ?? ?? ??????? ?? ??? (l),hindi
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",english
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",english
ham,"Yes but i dont care! I need you bad, princess!",english
ham,Sday seulement rejoint. Donc la formation que nous avons commencé aujourd'hui:),french
spam,Kaufen Space Invaders 4 a chance 2 win orig Arcade Spielkonsole. Drücken Sie 0 für Spiele Arcade (std WAP Gebühr) Siehe o2.co.uk/games 4 Bedingungen + Einstellungen. Kein Kauf,german
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",english
ham,?? ???? ?? ??? ??? ???? ????,hindi
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,english
ham,?? ?? ???? ??? ?????????? ??? ?? ?? ?? ?????? ?? ???? ??? ?? ???? ???????? ??? ??? ??????? ???? ?? ???? ???? ?? ???? ??? ??? ??? ??? ?? ?? ?? ??? ???? ???... *,hindi
spam,Yr ??????? ??? ?????? ?? ??? ?? ???? ?? ????? ?? ??? ?????????? ???? ?? ???? ?? MermmY ?? ??? ???? ???? ?? ???. ????? 2 ????? ?? ???. Tueee COOOOOOOECT999999804 8080804.,hindi
ham,"????? ????, ??? ??? ????? ???? ?? ????; ?????? ?????, ?? ??? ??? ?????",hindi
ham,"Ich sagte, es ist okay.",german
spam,"Bien joué! Votre 4* Costa Del Sol Holiday or £5000 wait collection. Appelez 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",french
ham,True. Its easier with her here.,english
ham,???? ?? ???? * ?? ???? ?? ?? ???? - ?? - ???? ???? ?? ???? ???? ?? ???? ?? ?,hindi
ham,"Tut mir leid Mann, mein Vorrat lief gestern Nacht trocken und ich kann nicht mehr bis Sonntag abholen",german
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri.",english
ham,1 ??? ???? ???? ?? 2 ???? ?? ?? ??? ??? ?? ???? ???? ???? ???? ?? ?? ??? ???? ???? ??? ???? ??,hindi
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,english
ham,Ok ich auch wan 2 Uhr e 21 Uhr zeigen...,german
ham,?? ?? ?? ??? ?? ?? ??? ???? ???? ?? ??? ??? ??? cosscs ?? ??? ?? ???? ???? ??????,hindi
ham,hanks lotsly!,english
ham,"????? ?? ??? ??, ??? ????? ?? ?????. ????? ???? ?? ?? ?????? ?? ?? ???? ??????? ??? ???? ???? ???. ?? ?? ??? ??? ?? ??????? ?? ??? ??? ???? ??. ???? ??? ???? ??? ?? ??????? ?? ??? ??? ???? ???.",hindi
ham,Du hast aber eine ganze Menge Diamanten.,german
ham,"??? ?? ??? ? ???? ??? ??? Lamaw.ELLLLLELELELELELELENENS, ??? ????? ???? ??? ??? 2xV.",hindi
ham,??? ??? ?? ??? ????.,hindi
ham,"By the way, stellen Sie sicher, u erhalten Zug zu Worc Foregate Straße nicht Strauch Hügel. Viel Spaß Nacht x",german
ham,"Bonne nuit, à demain.",french
ham,Was ist heute los mit dir?,german
spam,vos 500 messages texte gratuits sont valables jusqu'au 31 décembre 2005.,french
ham,"Mais vous avez raison, je ne peux pas vous donner l'espace dont vous avez besoin. C'est vraiment en train de devenir un problème.",french
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",english
ham,"Im in inperialmusic listening2the weirdest track ever by?leafcutter john?-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",english
ham,"Ich mache meine Meister. Wann wirst du einen bb kaufen, weil ich zum Verkauf habe und wie ist bf",german
ham,Pls m'aide à dire à Ashley que je ne peux pas trouver son numéro oh,french
ham,"Soll ich eine Flasche Wein mitbringen, um uns amüsiert zu halten? Nur Spaß! Ich werde immer noch eine Flasche bringen. Rot oder weiß? Wir sehen uns morgen",german
ham,??? ???? ???? ?? ???? ???,hindi
ham,Wot about auf wed nite Ich bin 3 dann aber nur bis 9!,german
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,english
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,english
ham,"Mmmm... ??? ????? ???? ????? ???? ???, ??????... ??? ?? ??? ?? ??? ?????? ???? ?? ???? ??? ?? ??? ??? ?? ????? ???? ???? ???? ??? ???? ?? ??? ???? ?? ???? ??. ??? ?? ???, ???? ?????!",hindi
ham,my ex-wife was not able to have kids. Do you want kids one day?,english
ham,Salut. Qu'est-ce que tu penses de l'allumette?,french
ham,Ist Kino plus Drink Appeal Tomo? * Ist ein fr Thriller von Regisseur ich mag auf bei mac um 8.30 Uhr.,german
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",english
ham,Tu m'as dit avant que je ne retourne au lit que tu ne peux pas dormir pour quoi que ce soit.,french
ham,???? ???? ?? vama ?? ???? ????? ?????,hindi
ham,Noch am Kundenplatz,german
ham,"Ich habe es zu kaufen, sagen Sie uns, dann müssen wir nicht wieder reinkommen.",german
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,english
ham,??? ???? ???? RV ??? ?? ????? ??? ???? ?? ????? 3 ????? ?? ????? ???? ??... / ???... uzueuuuuuuuuuuuuuuu ???? ???? ?????? ?? ??? ???? ?? ??? ???? ?? ???!,hindi
ham,I am not at all happy with what you saying or doing,english
spam,You have been specially selected to receive a "3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,english
spam,Freemsg: 1-Monat unbegrenzte kostenlose Anrufe! Aktivieren Sie SmartCall Txt: Rufen Sie auf: 68866. Subscriptn3gbp/wk unbegrenzte Anrufe Hilfe: 08448714184 Stop?txt Stop Festnetz nur,german
ham,?? ???? ?? ??????? ?? ??? ????????,hindi
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",english
ham,???? ????? ??????,hindi
ham,Lago! oeee 1,hindi
ham,"Just making dinner, you ?",english
ham,?? ?????? ?? ??? ????? ????? ?? ??? ???? ?? ?? ???? ?? BBD ??? ???? ???,hindi
ham,"Je ne suis pas sûr, je vérifiais juste ce qui se passait autour de la zone",french
ham,Um wie viel Uhr. Ich bin bis zum 3.,german
ham,"J'ai raté votre appel parce que j'ai crié à la racaille, Mlle U. J'ai hâte que vous rentriez.",french
ham,"Demain, je ne vais pas au théâtre... Pour que je puisse venir où que tu m'appelles... Dites-moi où et quand venir demain.",french
ham,Non:-)j'ai des rumeurs que vous allez acheter un appartement à Chenni:-),french
ham,"Was passiert, Schatz, sag es mir.",german
ham,"Lemme weiß, wann ich vorbei und abholen kann, ich bin im Grunde jederzeit frei nach 1 all dieses Semester",german
