labels,text,lang,sentiment
ham,?? ?? ????? ??? ?? ?? ??? ?? bw ?? ????? ?? ??? ??,hindi,neutral
ham,Verpassen Sie bitte einen von dieser Nummer.,german,neutral
ham,Willst du 2 u schräg sein?,german,neutral
ham,"????? ?? ????, ????? ??????? ?? ????? ??? ???? ?? ?? ???? ?? ?? ????? ??? ??? ???? ??, ?????? ??. ??. ??.",hindi,neutral
ham,Als du und Derek mit dem Unterricht fertig wart?,german,neutral
ham,Macha ne se sent pas contrarié.I peut supposer votre état d'esprit.croyez-moi un soir avec moi et j'ai quelques plans merveilleux pour nous deux.LET LIFE BEGIN AGAIN.appelez-moi à tout moment,french,negative
ham,"Miss ya, need ya, want ya, love ya.",english,positive
ham,"Si tu t'en soucies, appelle-moi demain.",french,neutral
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,english,positive
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,english,negative
ham,??? ????? ?? ?? 4 ??????? ???? ?? ??? ???? ???? ???? ???? ?? ????,hindi,neutral
spam,Netzbetreiber. Der Service ist kostenlos. Für T & C Besuch 80488.biz,german,neutral
ham,Dad nite ?? ?? ???? ??? ??? 3 ??? ?? ????? ???? til 9!,hindi,neutral
spam,"Hatten Sie Ihr Handy 10 mths? Aktualisieren Sie auf die neuesten Kamera / Video-Handys kostenlos. Keep UR SAME NUMMER, Holen Sie sich zusätzliche kostenlose Minuten / Texte. Text JA für einen Anruf",german,negative
spam,PRIVATE! Ihr Kontoauszug von 2003 für 078,german,neutral
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,english,neutral
ham,I can ask around but there's not a lot in terms of mids up here,english,neutral
ham,???... ???? hiss ?? ??? ???? ??????? ?? ??,hindi,neutral
ham,??? ????? ???? ??? ?? ?? ???? ??? ???????? ?? ??? ???? ?? ?? ?? ?????? ?? ???? ?? ???? ??? ????? ?? ???? ?? ?,hindi,neutral
ham,Lol enjoy role playing much?,english,positive
ham,Le vieux verger près d'univ.,french,neutral
ham,"Schön, dass ich dich sehr vermisse.",german,neutral
ham,Il dit bonjour et pour ramener ton cul au Tampa du Sud (de préférence à un poignard),french,neutral
ham,?? ??? ??? ???? ?? ??? ?? ?? ? ??????,hindi,neutral
ham,"???, ???? ?? ???",hindi,neutral
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,english,positive
ham,"??? ???? ?? ??? ???? ????? ??? ????? ???????, ??? ?? ????? ?? ???? ?? ???? ???. ???? ???? ?? ?? ?? ??? ??? ???? ??. ???????.",hindi,neutral
ham,Oh oh... Den Muz Plan ändern Liao... gehen Sie zurück müssen yan Jiu wieder...,german,neutral
ham,Mais la télé a décidé qu'elle ne me laisserait pas le regarder et que Mia et elliot s'embrassaient!,french,negative
ham,Erutupalam thandiyachu,english,neutral
ham,Dont put your phone on silent mode ok,english,positive
ham,Just got outta class gonna go gym.,english,neutral
ham,Bonjour! Comment allez-vous et comment ça s'est passé samedi? Je textais juste pour voir si vous aviez décidé de faire n'importe quoi tomo. Pas que j'essaie de m'inviter ou quoi que ce soit!,french,neutral
ham,Sind Sie im Pub?,german,neutral
ham,?? ???? ?? ?????? ???? ?? ?? ??????? ?? ?? ???? ??. ???? ???? ?? ?? ?? ‘ ???? ??? ???. ?? ???? ????? ??? ?? ?????? ?? ???? ???.,hindi,neutral
ham,"Cher soulagé de westonzoyland, tous vont planifier cette fin aussi!",french,neutral
ham,Hast du den Bus erwischt? Frittest du ein Ei? Hast du einen Tee gemacht? Isst du deine Mutter über das Abendessen übrig? Fühlst du meine Liebe?,german,neutral
spam,GRATIS für die 1. Woche! No1 Nokia Ton 4 ur Mob jede Woche nur txt NOKIA zu 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,german,negative
ham,Keine Management-Puzzelen.,german,neutral
ham,Tu ne peux jamais rien faire.,french,neutral
ham,Ich will deine hübsche Beute begreifen :),german,positive
ham,"Es ist eine Website, um den Test zu simulieren. Es gibt Ihnen nur sehr harte Fragen, um Ihre Bereitschaft zu testen.",german,neutral
ham,Kommst du zum Abendessen zurück?,german,neutral
ham,???? ??? ???? gffer ?? ???? ???? ?? ??? ????,hindi,neutral
ham,Today am going to college so am not able to atten the class.,english,neutral
ham,Yudhd Hed 10 ????? ??? ??? ?????? ??????... ??? ?? ????? ????? ??? ????,hindi,neutral
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",english,positive
ham,?? ????? ???? pad ??? ?? ??? ???.,hindi,neutral
spam,"Xmas & New Years Eve Tickets sind jetzt im Verkauf vom Club, tagsüber von 10 bis 20 Uhr, und auf Thurs, Fri & Sat Nacht in dieser Woche. Sie verkaufen schnell!",german,neutral
ham,???? ??????? ????? ???? ?? ??? ?? ?? ???? ???? ?? ?? ?? ??. ??. ??. ??.,hindi,neutral
ham,I'm in office now . I will call you  &lt;#&gt;  min:),english,neutral
spam,INFORMATION IMPORTANTE 4 UTILISATEUR ORANGE 0796XXXXXX. AUJOURD'HUI C'EST AU JOUR LUCKY!2 POURQUOI CONNEXION?http://www.urawinner.com Y A-T-IL UNE PRIZE FANTASTIQUE?,french,positive
spam,LA VIE n'a jamais été aussi amusante et géniale jusqu'à ce que vous soyez venu. Vous l'avez fait vraiment spécial pour moi. Je ne vous oublierai pas! profiter @ un gbp/sms,french,positive
spam,WIN: ????? ??? ?? ?????? ??!,hindi,positive
ham,"House-Maid ist der Mörder, weil der Mann auf &lt;#&gt; th Januar ermordet wurde. Als Feiertag sind alle govt.instituitions geschlossen, einschließlich Postamt..verstehen?",german,neutral
spam,RTT-KEGGENP ?????? ???? ?? ???????? ??? ???????,hindi,neutral
ham,"Ich vermisse dich schon, weißt du? Dein alles, woran ich denken kann. Fuck, ich kann nicht warten, bis nächstes Jahr, wenn wir zusammen sein werden... *liebender Kuss*",german,negative
ham,C'est une belle journée.,french,neutral
ham,"Rien, du froid à la maison.",french,neutral
ham,They just talking thats it de. They wont any other.,english,neutral
ham,"Il n'a pas de sens de le prendre là à moins que son libre. Si vous avez besoin d'en savoir plus, wikipedia.com",french,neutral
ham,"Ich fliege, um dieses Monatsende zu geben.",german,neutral
ham,Alright. I'm out--have a good night!,english,positive
ham,"Du bist so spät, aber ich muss los, um den Laptop zu holen...",german,neutral
ham,"Warum müssen wir herumsitzen und auf Sommertage warten, um zu feiern. Solch ein magischer Anblick, wenn die Welten in Weiß gekleidet sind. Oooooh ließ es Schnee geben.",german,negative
ham,Je savais que ça arriverait il y a longtemps.,french,neutral
ham,Yep. I do like the pink furniture tho.,english,positive
spam,Sie haben eine wichtige Mitteilung zum Kundenservice. Rufen Sie jetzt FREEPHONE 0800 542 0825 an!,german,neutral
ham,Lol ils étaient en colère au début mais ensuite ils se réveillèrent et abandonnèrent.,french,positive
ham,??? ?? ?? ?? ??? ????,hindi,neutral
spam,Je ne sais pas u et u ne me connaissent pas. Envoyer CHAT à 86688 maintenant et nous allons nous trouver! Seulement 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 ans ou plus.,french,neutral
ham,"Ein Junge war Ende 2 zu Hause. Sein Vater: ""POWER OF FRNDSHIP""",german,negative
ham,Hahaha..use your brain dear,english,positive
ham,Désolé * était à l'épicerie.,french,neutral
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,english,positive
ham,Arodu ???. ??? ??? ??? ???.,hindi,neutral
ham,No. On the way home. So if not for the long dry spell the season would have been over,english,neutral
ham,?? ???? ??????? ???? ???????? :),hindi,positive
ham,"As usual..iam fine, happy &amp; doing well..:)",english,positive
ham,Sac muss weiterführen:),german,neutral
ham,??? ???? ?? ?? ???? ???? ???? ??.. :),hindi,positive
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,english,positive
ham,Tomarrow audition finale sur mon ordinateur portable donc je ne peux pas.,french,neutral
ham,"???? ???? ?????... ??? ??????? ???? ?? ?? ??? ??? ?? ?? ??? ?? ??? ??? ???. ??? ??? ??? ???? ??? ?????? ??? ??, ????? ????. ??? ????? ????? ???? ???...",hindi,neutral
ham,"If e timing can, then i go w u lor...",english,neutral
ham,Zum Wohle der Karte... Ist es schon zu dieser Jahreszeit?,german,neutral
spam,"U sind abonniert für den besten Mobile Content Service in Großbritannien für £3 pro zehn Tage, bis Sie STOP an 83435 senden. Helpline 08706091795.",german,negative
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,english,neutral
ham,"???, ?? ??? ???? ???? ??? ??. ??????",hindi,neutral
ham,Je ne peux plus vous déranger.,french,neutral
spam,CURGERENAN! ???? ?????? ???? ?? 2000 ????? ???? ?? ???????? ???? ??? ??. ??? ???? ?? 0.9058551 ??? ???. ??? 12hs ???? 12hs.,hindi,neutral
ham,Je veux &lt;#&gt; rs da:)Est-ce que vous l'avez?,french,neutral
ham,"Alright, we're all set here, text the man",english,positive
spam,"?????????? - 2904973 ???? ?? ???? ??. ???? ??????? 4* ??????? ?????? ?? $?,??? ???? ?????? ?? ????????? ?? ??? ??? TTEX4 ST3 SWP8WP 18+",hindi,neutral
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,english,neutral
spam,?????? T-C-Cactt ?? ??? ?? ?????? ?? ????? ??? ?? ???? ??????? ??-??-??-?-??? ?? ???? ???? ?? ???? ??? ??? ????? ?? ??? ????? ??? 845 0.2180 8080 8080 ?? ?? ?? ?? ???,hindi,neutral
ham,"????, ??? ??? ?? ??? ???? ??",hindi,neutral
ham,I can't make it tonight,english,neutral
ham,Stupide.il n'est pas possible,french,neutral
ham,"??? ??, ??? ??. ??? ???? ??? ?? ??? ??????? ??. ?? ???? ??? ??? ???? ??. ?? ??? ?? ?? ????? ?????? ??? ???? ???.",hindi,neutral
ham,??? ??? ???? ?? ?? ??? ?? ??? ??? ??? ?? ??...,hindi,neutral
ham,Unni merci cher pour la recharge..Rakhesh,french,neutral
ham,?? ??? ??? ???? ? ??? ??? ?????,hindi,neutral
ham,Pas besoin de demander.,french,neutral
ham,You know what hook up means right?,english,neutral
ham,????????? ?? ???? ?????? ?? ???????? ?? ???? ?? ???? ???1 scrowy ????? ??? ?? ?? ?????? ?? ????? ??? ??? ??? ???? ?? ?????? ?? ???? ??. ?? Whtttet ?? y ?? ???? ?? ?? ?? ????? ?? ??? ??? ???? ???? ????? ??.,hindi,neutral
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,english,negative
ham,"Hé, il y a un bébé, comment ça va?",french,neutral
ham,????? ??? ??? ????? ?????.,hindi,neutral
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",english,negative
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",english,positive
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",english,positive
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",english,negative
ham,Lol... je savais que.... Je l'ai vu dans le magasin de dollars,french,positive
ham,Imaginez la vie sans moi... voyez.. À quelle vitesse vous me cherchez?Ne vous inquiétez pas.. Je suis toujours là Pour déranger U.. Goodnoon..:),french,neutral
ham,???? ?? ?? ???? ???? ??. ???? ???? ?? ?? ??? ???? ??? ??? ??? ???? ?????,hindi,neutral
ham,Je l'ai jusqu'à un thé. Je ne sais pas quelle saveur.,french,neutral
ham,I want to be inside you every night...,english,positive
spam,"Haben Sie, was es braucht 2 nehmen an der WRC-Rallye in Oz? U kann mit Lucozade Energy! Text RALLY LE bis 61200 (25p), siehe Packungen oder lucozade.co.uk/wrc & itcocould be u!",german,positive
ham,"Rassemblons notre argent et achetons un tas de billets de loto. Si nous gagnons, j'obtiens &lt;#&gt; % u get &lt;#&gt; %. Deal?",french,neutral
ham,Send me the new number,english,positive
ham,"Es ist schade, dass wir einen Mädchenabend mit Quizzes Popcorn verpasst haben und du meine Haare machst.",german,neutral
ham,Ich bin zu Hause n bereit...,german,neutral
ham,?? ???? ???? ??? ???? ????? ???? 2 ?? ????. Jauththi 4. Laki. Lacuti. Altriri.. leprepid. meped.,hindi,neutral
ham,Veuillez en envoyer un à notre appartement avant &lt;DECIMAL&gt; aujourd'hui.,french,neutral
spam,"??? TEXT55000 ????? ?? ???? 2 ????? ???, ?? ?? ??????? 4 ??? ???, 25 ????? 2 ????? ???? ?? ??? ???? ?? ???????? ??? ????? ???. TXT ?? ??? 89993. 0.8555000 ????? rl ??? ?? ???? 2 cl",hindi,neutral
ham,Ich habe es schon erreicht.,german,neutral
ham,???? ?? ?? ?????:,hindi,neutral
spam,"URGENT! Votre Mobile No. a reçu £2000 Bonus Caller Prize le 5/9/03 C'est notre dernière tentative de contacter U! Call from Landline 09064019788 BOX42WR29C, 150PPM",french,positive
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,english,positive
ham,"Alors, c'est bon.",french,neutral
ham,????? ????.,hindi,neutral
ham,"Hi, Mobile no. &lt;#&gt; hat Sie in ihrer Kontaktliste auf www.fullonsms.com hinzugefügt.Es ist ein großartiger Ort, um kostenlose SMS an die Menschen zu senden Für weitere besuchen fullonsms.com",german,negative
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,english,negative
ham,Play w computer? Aiyah i tok 2 u lor?,english,positive
ham,Je ne veux pas entendre la philosophie.,french,neutral
ham,"Feb &lt;#&gt; est ""I LOVE U"" jour. Envoyer dis à tous les ur ""VALUED FRNDS"" evn me. Si 3 revient u'll gt marié d personne u luv! Si u ignore dis u va perdre ur luv 4 Evr",french,positive
ham,"???, ???? ???? ???? ?? ???",hindi,neutral
ham,Wie geht's dir?,german,neutral
spam,"Vergessen Sie nicht, Sie können so viele FREE Anfragen mit 1stchoice.co.uk wie Sie wollen. Für weitere Informationen rufen 08707808226.",german,positive
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",english,positive
ham,Bonjour :) enfin j'ai complété le cours :),french,positive
ham,??? Dacrocents ?? ??? ??? ????? ??????? NECES NES n cacs... ?????? ugugug ?? ????????? ????? n n n uer ?? ???? ??? ?? ???? ?? ?????? ??? ??? ???,hindi,neutral
ham,"Manchmal legen wir Wände um unser Herz, nicht nur, um sicher zu sein, verletzt zu werden.. Aber herauszufinden, wer genug kümmert, um die Wände zu brechen &amp; näher kommen.. GOODNOON:)",german,negative
ham,Darren disait dat si u meeting da ge den on doit rencontrer 4 dîners. Parce que plus tard u quitter xy se sentira mal à l'aise. Den u le rencontrer 4 déjeuner lor.,french,negative
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,english,neutral
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,english,negative
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",english,positive
ham,Baaaaaaabe! Wach auf! Ich vermisse dich! Ich sehne mich nach dir! Ich brauche dich!,german,neutral
ham,Stop knowing me so well!,english,positive
ham,sagt die &lt;#&gt; Jahr alt mit einem Mann und Geld. Ich bin bis zu meinem letzten &lt;#&gt;. Noch warten auf diesen Scheck.,german,negative
ham,Hey! N'oubliez pas... Vous êtes MINE... Pour MOI... Ma possession... MA propriété... MMM... * sourire enfantin*...,french,neutral
ham,Yes princess! I want to please you every night. Your wish is my command...,english,positive
ham,????? ???? ?? ????? ???? ???? ???? ???? ??????? ?? ????? ?? Nemoma ?? ??? ????? ???? ??? ?? ???? ??????? ???,hindi,neutral
ham,"Il a dit qu'il écrirait et qu'il ne l'a pas vu, qu'il m'a laissé tomber doucement, s'il vous plaît.",french,neutral
ham,Je viendrai demain.,french,neutral
spam,"Ur Klingelton Service hat sich geändert! 25 Kostenlose Credits! Gehen Sie zu club4mobiles.com, um Inhalte jetzt zu wählen! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT",german,negative
spam,"URGENT! Votre mobile Non a reçu un prix Bonus Caller de £2,000 le 1/08/03! C'est notre 2e tentative de vous contacter! Appelez 0871-4719-523 BOX95QU Tarif National",french,positive
ham,Thanks for this hope you had a good day today,english,positive
spam,Le solde de trésorerie de l'Ur est actuellement de 500 livres - pour maximiser l'encaissement de l'Ur maintenant envoyer GO à 86688 seulement 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,french,neutral
ham,Am à l'université d'arts gobi,french,neutral
ham,???? ????? ????? ????? ???? ??? ????? ???? ??. ???? ?? ?????? ?? ?? ??? ???? ????? ????,hindi,neutral
ham,So kann ur Laptop sammeln?,german,neutral
ham,Lol no. U can trust me.,english,positive
ham,"Okay, ich sorge dafür, dass das Auto heute Abend wieder da ist.",german,positive
ham,"Kay s'est assis, n'est-ce pas?",french,neutral
ham,Hope you are not scared!,english,positive
ham,Oh wow thats gay. Will firmware update help,english,positive
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,english,neutral
ham,"Désolé, j'appellerai plus tard à la réunion.",french,negative
ham,"Was zu denken, niemand sagt klar. Ok lassen Sie keine Notwendigkeit, sie zu fragen. Ich werde gehen, wenn sie kommt oder nicht",german,positive
ham,"??? ??, ??? '?? ??? ??? ???? ?? ????? ??? ????? ???? ??? ???.",hindi,neutral
ham,??? ???? ????? ???? ??. ??? ?? ?????? ???? ?? ???? ?? ???? ???? ?? ??? ?? suky,hindi,neutral
spam,"TVERGENT! ?? ?? 1 ?????? ?? ??????? ??? ???? ?? ????? ????? Bapapagagaagaagagh! : ""????: 81010 ?? www.net LC.net LELLOLOLOLOLOLOBOBOOOOOOOLOLOLOLOLOLOLOLOOOOOOLOLORARARARARARORIORIORARARARORIORIORIOIOILOILO",hindi,neutral
spam,PRIVÉ! Votre relevé de compte 2004 pour 078498****7 indique 786 points bonus non remboursés. Pour demander un appel 08719180219 Code d'identification: 45239 Expire 06.05.05,french,positive
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,english,positive
ham,"???? ???? ?????? ????? ?? ??? ??? ?? ???? ???? ?? ?? ??? ???? ????, ????? ?? ??? ??? ?? ????? ??? ???? ?? ????? ??? ???? ?? ??? ?? ???? ???? ??? ??? ???? ??????",hindi,neutral
ham,"Oh richtig, okay. Ich werde sicherstellen, dass ich viel Arbeit während des Tages zu tun! bekam einen wirklich fiesen Husten heute und ist trocken n Schuss, so dass sollte wirklich helfen!",german,positive
ham,Je vous remercie.,french,neutral
ham,Je suis garé à côté d'une MINI!!!! Quand entrez-vous aujourd'hui pensez-vous?,french,neutral
ham,"Nun, vielleicht komme ich dann nicht...",german,neutral
spam,???? ????? ??? ??? ?? ???! ??????? ???????? ?? ??? ?? ???? ??????? ???...... ??? ?? FLAG ?? ?? 8499 ?? ??? ??? ?? FLG! Det-BEG ??? ?? ??? ??. 2989999 W114 ?????.,hindi,neutral
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",english,positive
ham,?? ???? ????? ????? ???? ??? ?? ??? ???? ?? ?? ?????? ??? ??? ???? ?? ?? ????? ?????? ?? ??? ????? ??? ???? ??,hindi,neutral
ham,Euh si tard... le dîner du père?,french,negative
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,english,positive
ham,O i spielte smash bros &lt;#&gt; religiös.,german,neutral
ham,"Wann kommt ihr zurück? G sagte, ihr denkt daran, nicht für Mcr zu bleiben.",german,neutral
ham,Danke für fünf schöne Wünsche. Sie rocken,german,neutral
ham,Dunno leh ne peut pas se souvenir de mayb lor.,french,neutral
ham,"???? ?????, ??????? ?? ?????",hindi,neutral
ham,Wot u up 2 u weirdo?,english,negative
spam,Cher porte-bons Prenez votre prochain repas sur nous. Utilisez le lien suivant sur votre pc 2 profitez d'une expérience culinaire 2 4 1http://www.vouch4me.com/etlp/dining.asp,french,neutral
ham,Gestern ist es nur mit mir. Jetzt gehe ich nach Hause.,german,neutral
ham,Tu seras toujours en stock demain/aujourd'hui?,french,neutral
ham,Hallo schön r u ok? Ich habe irgendwie eine Anzeige eine Reihe wiv und er ging aus dem Pub?? Ich wollte eine Nacht wiv u Miss u,german,negative
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,english,neutral
ham,"????? ????, ??? ??? ??? ???? ??? ??? ??????.",hindi,neutral
ham,???? ???????? ?????? ?? ??? ??? ??? ??.,hindi,neutral
ham,"Hey, wir können Jazz Power Yoga Hip Hop kb und Yogasana gehen",german,neutral
ham,???? ??????? ?? ???? ????? ?? ??? ???? ???????. ?? ???? ??????? ?? ?????? ??? ?????? ????? ?? ??? ???????.,hindi,neutral
ham,?? ??? Naka Naka Kakia. ??? ??? ???/coppe ???,hindi,neutral
ham,"???? ?????, ?? groogo ?? Dabin ?? ??? ???",hindi,neutral
ham,??? ??. ?? ???.,hindi,neutral
ham,?????? ??? ???? ?? ???? ?? ??? ?? ????,hindi,neutral
ham,"cossshrar ??? ???? dao ??? ???? ?? ????... 1 pmrrrrrr... Yuue ?? ???? ???? ??? ??? ???? ????... ????? ??? ?? uue ?? ????? ????, ????? ???????? ??? ?? ?? u ????...",hindi,neutral
ham,"LMAO, wo ist dein Fischgedächtnis, wenn ich es brauche?",german,positive
ham,Im on gloucesterroad what are uup to later?,english,neutral
spam,?? ??????? ?? ?????? ???? ?? ????? ?? ??? ???. ?? ?? ?????? ??? ?? ?? ?? ????? 800 ???????? GUREEEEREEEEND. ??? 0.90000000 ???? ???? ???? ??. ?????95. ??? 1212hs ????.,hindi,neutral
ham,"Ruf nicht an, wenn etwas Wichtiges zu sagen ist. Hrishi",german,neutral
ham,"Heute ist ""Song gewidmet Tag.."" Welches Lied wird u widmen für mich? Senden Sie dies an alle ur wertvollen frnds aber zuerst rply mich...",german,negative
ham,"Désolé, je te rappelle plus tard.",french,negative
ham,Heehee c'était tellement drôle tho,french,neutral
ham,Cant think of anyone with * spare room off * top of my head,english,positive
ham,???? ??? ???? ???? ??? ?? ???? ??? ?? ???? ????,hindi,neutral
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",english,positive
ham,Quelqu'un a mis en place un site Web où vous pouvez jouer hold em en utilisant every online spacebucks,french,neutral
ham,Sos! Jegliche Menge kann ich pls bekommen.,german,positive
spam,?????? ??? ?????? ?? ??PPD3 ??????? + 0.400PPEPEPEGEGEEDEGEED! ????? ?? ???: WANCKS ?? 8335 ???? ?? ???!,hindi,neutral
ham,Peux-tu faire une mag en rencontrant cet avo à un moment ou à un autre?,french,neutral
ham,Wann ist deine Radiosendung?,german,neutral
ham,??? ?? ???? ?? ???...,hindi,neutral
ham,K.k:)apo k. bon film.,french,neutral
ham,Well. Balls. Time to make calls,english,positive
spam,"URGENT! Votre numéro de portable *************** WON a £2000 Bonus Caller Prize on 10/06/03! C'est la 2ème tentative pour vous joindre! Appelez 09066368753 ASAP! Box 97N7QP, 150ppm",french,positive
ham,"???, ???? ?? ???? ???? ??:-",hindi,neutral
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,english,positive
ham,???? ?????????! ??? ????? ???? ??? ?? ????? ????. ?????? ???? ???? ?? ??. ???? ???? ??? ????? ???? ???? ???? ??? ???? ????? ???? ???,hindi,neutral
spam,?????? ??????! ?? ????? ????? ?? ?????? ?? ???? ????????? ??? ?? ????? ?? ???? ???? ??? ????? ?? ??? ???? ?,hindi,neutral
ham,"War es etwas, was du gegessen hast?",german,negative
ham,It is only yesterday true true.,english,positive
ham,Is ur paper today in e morn or aft?,english,neutral
ham,"Quoi qu'il en soit, tu me frappes sérieusement quand tu es de retour parce que sinon je dois m'allumer avec un bras et il a toujours de la merde et/ou il vomit",french,neutral
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,english,positive
ham,"Bon, à tout à l'heure.",french,negative
ham,Normalerweise benutze ich täglich mehr Wasser zu trinken:),german,neutral
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",english,neutral
spam,PRIVATE! Ihre Kontoauskunft von 2003 für 07973788240 zeigt 800 unerlöste S. I. M. Punkte. Rufen Sie 08715203649 Identifier Code: 40533 Läuft am 31.10.04 ab,german,neutral
ham,"Ça va marcher, merci.",french,neutral
ham,S maintenant seulement j'ai pris des comprimés. Réaction matinale seulement.,french,neutral
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",english,negative
ham,??? ?? ??? ?? ???? ??? ???????? ?? ??? ???!,hindi,neutral
ham,J'étais sur le point de vous envoyer un rappel aujourd'hui.,french,neutral
ham,Jus came back fr lunch wif my sis only. U leh?,english,neutral
ham,Blöd.es nicht möglich,german,neutral
ham,J'espère que la tête de l'ur ne fait pas beaucoup de mal! Je me laboure à travers une pile de repassage!,french,neutral
ham,???? ??? ???? ?? ???? ?? ??? ??? ???... ??? ???? ??? ???...,hindi,neutral
ham,Dépêchez-vous de rentrer.,french,neutral
ham,????? ?? ????? ??? ??? ???.,hindi,neutral
ham,S'fine. Anytime. All the best with it.,english,positive
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,english,positive
ham,??? ??? ???? ?? ??? ??? ???,hindi,neutral
ham,"Charles m'a dit hier soir, mais, euh, oui.",french,neutral
ham,2 ordinateurs portables... je n'ai rien d'infra mais trop lent... j'en veux un rapide,french,neutral
ham,"??? ???? ???? ?? ?? ????? ????? ?? ?????, ????? ??? ??, ??? ???? ????? ??????? ??????? ?? ????? ?? ??? ??",hindi,neutral
ham,2?? ???? ??? ?????? ?? ??? ??:,hindi,neutral
ham,Ard 6 wie dat lor.,german,neutral
ham,"- Ich weiß nicht, was ich sagen soll.",german,neutral
ham,"?? ?? ??? ????? ?? ???, ??? SEA ??? ????? ?? ??? ???? ???? ???? ??. ?? ???? ??. ?? ?? ???? ???? ?? ?? ??? ??????? ???? ???? ??, ?? ?????? ?? ??? ?????? ?? ???? ?? ?? ??? ??? ??? ??. ??? ?? ??? ?? ?? ???? ?? ?? ??? ??? ??. ????? ???? ????? ???? ?? ????? ???? ?? ???? ????? ???. ?? ???? ?? ????? ?? ??? ???? ????? ??.",hindi,neutral
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,english,positive
